"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM"
"","31","PV24026270MR","12","C/C","S","4340   Glencoe AVE #4","MARINA DEL REY","2","3.00 (3 0 0 0)","1,547","$819.00","$1,267,000","$1,262,000","$590.00","552,201","1974","68"
"","2","PV25048907MR","12","C/C","S","5000  S Centinela AVE #332","LOS ANGELES","1","1.00 (1 0 0 0)","778","$687.66","$535,000","$522,000","$390.00","142,828","1970","0"
"","38","PW23099127MR","12","C/C","S","4200   Via Dolce  #330","MARINA DEL REY","3","3.00 (1 1 1 0)","2,154","$638.35","$1,375,000","$1,485,000","$780.00","191,275","1974","7"
"","32","PW23100464MR","12","C/C","S","12727   Milton ST ","LOS ANGELES","3","3.00 (1 1 1 0)","1,556","$755.13","$1,174,980","$1,198,000","$568.00","94,892","1972","23"
"","3","PW23183753MR","12","C/C","S","13320   Beach AVE #205","MARINA DEL REY","1","2.00 (2 0 0 0)","1,180","$838.14","$989,000","$1,000,000","$496.00","21,011","2006","4"
"","57","PW23193973MR","12","C/C","S","33   Reef ST #6","MARINA DEL REY","2","3.00 (2 0 1 0)","1,731","$1,097.05","$1,899,000","$1,925,000","$733.00","8,371","1973","143"
"","3","PW23210390MR","12","C/C","S","5000  S Centinela AVE #108","LOS ANGELES","1","1.00 (1 0 0 0)","778","$700.51","$545,000","$543,000","$397.00","142,828","1970","4"
"","28","PW24146508MR","12","C/C","S","5000  S Centinela AVE #322","LOS ANGELES","1","1.00 (1 0 0 0)","778","$705.66","$549,000","$535,000","$390.00","142,828","1970","206"
"","36","PW24150184MR","12","C/C","S","3512   Pacific AVE #2","MARINA DEL REY","2","2.00 (2 0 0 0)","967","$1,188.21","$1,149,000","$1,186,000","$450.00","5,795","1965","23"
"","41","PW24185362MR","12","C/C","S","310   Tahiti Way Unit #219  ","MARINA DEL REY","3","2.00 (2 0 0 0)","1,686","$711.74","$1,200,000","$1,140,000","$971.00","","1979","22"
"","27","PW24218020MR","12","C/C","S","4060   Glencoe AVE #308","MARINA DEL REY","2","2.00 (2 0 0 0)","970","$864.95","$839,000","$780,000","$561.00","59,478","2004","57"
"","59","RS25005427MR","12","C/C","S","4140   Glencoe AVE #406","MARINA DEL REY","2","2.00 (2 0 0 0)","1,072","$809.70","$868,000","$860,000","$733.00","39,485","2016","17"
"","31","SB22171151MR","12","C/C","S","4316   Marina City DR #331","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$400.84","$569,999","$510,000","$783.00","","1972","529"
"","43","SB23060645MR","12","C/C","S","13237   Fiji WAY #A","MARINA DEL REY","3","3.00 (2 0 1 0)","1,582","$853.35","$1,350,000","$1,330,000","$470.00","66,621","1970","82"
"","25","SB23086265MR","12","C/C","S","13326   Beach AVE #204","MARINA DEL REY","2","2.00 (1 1 0 0)","1,570","$732.48","$1,150,000","$1,140,000","$550.00","13,280","2007","35"
"","44","SB23111126MR","12","C/C","S","4335   Marina City Dr #142","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$478.20","$680,000","$630,000","$1,323.00","","1972","95"
"","69","SB23132145MR","12","C/C","S","4316   Marina City Dr #231","MARINA DEL REY","2","2.00 (2 0 0 0)","1,422","$414.21","$589,000","$578,000","$783.00","","1972","318"
"","34","SB23141281MR","12","C/C","S","33   Privateer ST #1","MARINA DEL REY","2","3.00 (2 0 1 0)","1,205","$1,037.34","$1,250,000","$1,225,000","$420.00","4,793","1969","39"
"","30","SB23161123MR","12","C/C","S","4080   Glencoe AVE #318","MARINA DEL REY","2","2.00 (2 0 0 0)","1,340","$961.94","$1,289,000","$1,289,000","$582.00","11,321","2011","16"
"","31","SB23176105MR","12","C/C","S","5000  S Centinela AVE #338","LOS ANGELES","1","1.00 (1 0 0 0)","778","$705.66","$549,000","$571,000","$396.00","142,789","1970","8"
"","17","SB23186182MR","12","C/C","S","4335   Marina City Dr #438","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$598.93","$560,000","$560,000","$870.00","","1972","11"
"","37","SB24008507MR","12","C/C","S","4730   La Villa Marina  #K","MARINA DEL REY","2","3.00 (1 1 1 0)","1,456","$855.08","$1,245,000","$1,230,000","$550.00","66,582","1966","21"
"","52","SB24031628MR","12","C/C","S","13131   Mindanao WAY #1","MARINA DEL REY","2","3.00 (3 0 0 0)","1,866","$683.28","$1,275,000","$1,325,000","$590.00","552,201","1974","6"
"","28","SB24039174MR","12","C/C","S","4215   Glencoe AVE #329","MARINA DEL REY","2","2.00 (1 1 0 0)","1,740","$617.82","$1,074,999","$1,065,000","$660.00","79,638","2008","76"
"","32","SB24039972MR","12","C/C","S","13121   Mindanao WAY #1","MARINA DEL REY","2","2.00 (1 1 0 0)","1,057","$973.51","$1,029,000","$1,010,000","$590.00","","1974","4"
"","21","SB24042808MR","12","C/C","S","13310   Maxella AVE #8","MARINA DEL REY","3","3.00 (2 0 1 0)","1,585","$851.10","$1,349,000","$1,320,000","$590.00","552,201","1974","18"
"","33","SB24045358MR","12","C/C","S","4140   Glencoe AVE #609","MARINA DEL REY","2","2.00 (2 0 0 0)","984","$1,014.23","$998,000","$1,025,000","$753.00","39,485","2016","9"
"","55","SB24074418MR","12","C/C","S","4751   La Villa Marina  #C","LOS ANGELES","2","3.00 (2 0 1 0)","1,672","$744.62","$1,245,000","$1,325,000","$675.00","83,595","1968","6"
"","42","SB24088219MR","12","C/C","S","1   Buccaneer ST #6","MARINA DEL REY","3","3.00 (2 1 0 0)","2,307","$1,254.88","$2,895,000","$2,730,000","$891.00","","1971","46"
"","10","SB24089604MR","12","C/C","S","4351   Redwood AVE #5","MARINA DEL REY","2","2.00 (2 0 0 0)","1,398","$821.89","$1,149,000","$1,100,000","$590.00","552,201","1974","62"
"","43","SB24117428MR","12","C/C","S","4351   Redwood Avenue #4","MARINA DEL REY","2","3.00 (2 0 1 0)","1,547","$742.73","$1,149,000","$1,150,000","$590.00","552,201","1974","25"
"","33","SB24123647MR","12","C/C","S","4316   Marina City DR #531","MARINA DEL REY","2","2.00 (2 0 0 0)","1,422","$436.01","$620,000","$590,000","$1,393.00","","1972","234"
"","43","SB24160066MR","12","C/C","S","4938   McConnell Avenue ","LOS ANGELES","3","3.00 (1 1 1 0)","1,858","$589.34","$1,095,000","$1,055,000","$616.00","94,917","1972","53"
"","55","SB24165209MR","12","C/C","S","11722   Avon WAY #202","LOS ANGELES","2","2.00 (1 1 0 0)","1,200","$625","$750,000","$750,000","$450.00","7,366","1986","20"
"","32","SB24167659MR","12","C/C","S","13236   Fiji WAY #B","MARINA DEL REY","2","3.00 (2 0 1 0)","1,582","$805.94","$1,275,000","$1,200,000","$593.00","64,241","1969","100"
"","40","SB24172893MR","12","C/C","S","13600   Marina Pointe DR #414","MARINA DEL REY","1","2.00 (1 0 1 0)","1,720","$578.49","$995,000","$950,000","$2,074.00","122,529","1999","62"
"","38","SB24178652MR","12","C/C","S","4265   Marina City Drive #515","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$421.24","$599,000","$585,000","$838.00","","1972","14"
"","41","SB24190359MR","12","C/C","S","4250   Via Dolce  #218","MARINA DEL REY","2","2.00 (2 0 0 0)","1,590","$691.19","$1,099,000","$1,100,000","$936.00","191,326","1974","9"
"","65","SB24255726MR","12","C/C","S","4265   Marina City Dr #901","MARINA DEL REY","3","2.00 (2 0 0 0)","1,722","$566.20","$975,000","$1,050,000","$1,763.00","","1972","7"
"","38","SB25009790MR","12","C/C","S","4115   Glencoe AVE #308","MARINA DEL REY","2","2.00 (2 0 0 0)","1,370","$872.26","$1,195,000","$1,150,000","$700.00","39,570","2006","37"
"","57","SB25077364MR","12","C/C","S","4140   Glencoe AVE #603","MARINA DEL REY","1","1.00 (1 0 0 0)","820","$1,091.46","$895,000","$900,000","$733.00","39,485","2016","51"
"","59","SB25111619MR","12","C/C","S","13650   Marina Pointe DR #908","MARINA DEL REY","2","2.00 (2 0 0 0)","1,492","$803.62","$1,199,000","$1,199,000","$1,958.00","31,659","2006","3"
"","50","SR23076993MR","12","C/C","S","4140   Glencoe AVE #307","MARINA DEL REY","2","3.00 (3 0 0 0)","1,470","$829.25","$1,219,000","$1,179,000","$628.00","39,473","2016","41"
"","1","SR23158536MR","12","C/C","S","13225   Admiral Ave #C","MARINA DEL REY","3","3.00 (2 0 1 0)","1,932","$801.76","$1,549,000","$1,540,000","$525.00","","1967","8"
"","34","SR23217230MR","12","C/C","S","4766   La Villa Marina  #F","MARINA DEL REY","2","3.00 (2 0 1 0)","1,582","$821.11","$1,299,000","$1,270,000","$400.00","66,581","1967","50"
"","40","SR23218492MR","12","C/C","S","4314   Glencoe AVE #6","MARINA DEL REY","2","3.00 (1 1 1 0)","1,547","$808.02","$1,250,000","$1,235,000","$580.00","552,201","1974","3"
"","36","SR24005930MR","12","C/C","S","20   Ironsides ST #17","MARINA DEL REY","3","4.00 (3 0 1 0)","1,875","$1,106.67","$2,075,000","$2,012,500","$450.00","16,934","1978","132"
"","1","SR24051534MR","12","C/C","S","4060   Glencoe AVE #109","MARINA DEL REY","1","1.00 (1 0 0 0)","690","$978.12","$674,900","$650,000","$547.00","59,478","2004","126"
"","32","SR24072536MR","12","C/C","S","13700   Marina Pointe DR #405","MARINA DEL REY","3","3.00 (2 0 1 0)","2,331","$1,104.68","$2,575,000","$2,575,000","$1,395.00","124,705","2003","120"
"","15","SR24095890MR","12","C/C","S","4050   Via Dolce  #341","MARINA DEL REY","4","4.00 (3 0 1 0)","2,289","$736.13","$1,685,000","$1,625,000","$936.00","191,326","1974","17"
"","13","SR24097652MR","12","C/C","S","13222   Admiral AVE #D","MARINA DEL REY","2","2.00 (2 0 0 0)","1,763","$700.51","$1,235,000","$1,150,000","$525.00","85,924","1967","127"
"","21","SR24123056MR","12","C/C","S","4341   Redwood AVE #9","MARINA DEL REY","3","3.00 (3 0 0 0)","1,547","$837.10","$1,295,000","$1,270,000","$590.00","552,048","1974","22"
"","33","SR24129383MR","12","C/C","S","4140   Glencoe AVE #608","MARINA DEL REY","2","3.00 (3 0 0 0)","1,750","$856.57","$1,499,000","$1,375,000","$753.00","39,485","2016","34"
"","24","SR24138776MR","12","C/C","S","306   Bora Bora WAY #113","MARINA DEL REY","2","2.00 (1 1 0 0)","1,492","$723.86","$1,080,000","$1,005,000","$840.00","100,437","1978","61"
"","52","SR24206852MR","12","C/C","S","3111   Via Dolce  #802","MARINA DEL REY","3","3.00 (3 0 0 0)","2,300","$1,260.87","$2,900,000","$2,850,000","$1,146.00","27,345","2010","87"
"","1","SR24215462MR","12","C/C","S","4345   Alla RD #2","MARINA DEL REY","3","3.00 (2 0 1 0)","1,547","$901.75","$1,395,000","$1,375,000","$778.00","390,168","1975","57"
"","31","SR25014925MR","12","C/C","S","13080   Mindanao WAY #95","MARINA DEL REY","2","3.00 (2 0 1 0)","2,217","$653.59","$1,449,000","$1,400,000","$1,215.00","538,904","1980","23"
"","22","SR25057859MR","12","C/C","S","21   Spinnaker ST #201","MARINA DEL REY","2","2.00 (1 1 0 0)","1,502","$998.00","$1,499,000","$1,619,000","$828.00","17,868","1967","14"
"","45","SR25075730MR","12","C/C","S","4730   La Villa Marina  #F","MARINA DEL REY","2","3.00 (1 1 1 0)","1,672","$618.99","$1,034,950","$1,000,000","$575.00","66,582","1966","27"
"","47","TR24072753MR","12","C/C","S","13036   Mindanao WAY #7","MARINA DEL REY","2","3.00 (3 0 0 0)","1,646","$880.86","$1,449,900","$1,449,900","$805.00","130,721","1977","12"
"","55","TR24215359MR","12","C/C","S","4640   Glencoe AVE #7","MARINA DEL REY","2","3.00 (3 0 0 0)","1,646","$713.85","$1,175,000","$1,150,000","$900.00","196,139","1977","79"
"","36","TR25001424MR","12","C/C","S","13600   Marina Pointe  #511","MARINA DEL REY","2","3.00 (2 0 1 0)","1,862","$955.96","$1,780,000","$1,635,000","$2,150.00","122,529","1999","3"
"","1","WS23204665MR","12","C/C","S","4316   Marina City Dr #823","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$532.62","$498,000","$498,000","$870.00","","1972","3"
"","25","WS24198992MR","12","C/C","S","4140   Glencoe AVE #412","MARINA DEL REY","2","2.00 (2 0 0 0)","1,178","$848.05","$999,000","$999,000","$733.00","39,485","2016","39"
"","21","WS25085716MR","12","C/C","S","4050   Via Dolce  #241","MARINA DEL REY","2","2.00 (2 0 0 0)","1,636","$641.81","$1,050,000","$1,012,500","$990.00","191,326","1974","65"
