"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM"
"","1","24-367859","12","C/C","S","13700   Marina Pointe Dr #705","Marina Del Rey","3","3.00 (2 0 1 0)","2,331","$1,415.27","$3,299,000","$3,200,000","$1,395.49","124,705","2003","130"
"","50","24-368307","12","C/C","S","4265   Marina City DR #817 WTN","MARINA DEL REY","3","2.00 (1 1 0 0)","1,722","$493.03","$849,000","$790,000","$1,685.07","","1972","58"
"","1","24-369369","12","C/C","S","13700   Marina Pointe Dr #1709","Marina Del Rey","2","3.00 (2 0 1 0)","1,459","$924.61","$1,349,000","$1,307,500","$1,212.31","124,705","2003","7"
"","1","24-369399","12","C/C","S","4310   Glencoe Ave #3","Venice","3","3.00 (3 0 0 0)","1,585","$694.01","$1,100,000","$1,100,000","$590.00","552,201","1974","1"
"","43","24-369719","12","C/C","S","4115   Glencoe Ave #111","Marina Del Rey","2","2.00 (1 1 0 0)","1,610","$775.78","$1,249,000","$1,232,500","$700.00","39,570","2006","83"
"","53","24-370923","12","C/C","S","4265   Marina City  #915","Marina Del Rey","2","2.00 (0 1 0 1)","1,570","$407.64","$639,999","$600,000","$1,392.84","","","42"
"","14","24-372585","12","C/C","S","4316   Marina City Club  #210-G","Marina Del Rey","1","1.00 (1 0 0 0)","","$0","$450,000","$445,000","$722.91","","1972","18"
"","1","24-372611","12","C/C","S","13050   Mindanao Way #7","Marina Del Rey","3","3.00 (2 0 1 0)","1,707","$819.57","$1,399,000","$1,417,500","$805.00","130,721","1977","5"
"","1","24-373985","12","C/C","S","4314   Glencoe Ave #3","Marina Del Rey","2","2.00 (2 0 0 0)","1,398","$929.18","$1,299,000","$1,275,000","$590.00","552,201","1974","7"
"","37","24-374119","12","C/C","S","4265   Marina City DR #615","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$404.36","$575,000","$505,000","$1,392.73","","1972","64"
"","28","24-374331","12","C/C","S","21   Via Marina Ct.  #7","Marina Del Rey","1","1.00 (1 0 0 0)","715","$1,188.81","$850,000","$840,000","$361.80","6,303","1964","38"
"","26","24-376413","12","C/C","S","4150   Via Dolce  #236","Venice","2","2.00 (2 0 0 0)","1,419","$722.34","$1,025,000","$1,025,000","$936.00","191,326","1974","9"
"","1","24-376933","12","C/C","S","4050   Glencoe Ave #212","Marina Del Rey","1","2.00 (1 0 1 0)","900","$887.78","$799,000","$787,000","$459.28","59,240","2007","18"
"","1","24-377005","12","C/C","S","4608   Glencoe Ave #2","Marina Del Rey","2","3.00 (2 0 1 0)","1,646","$819.56","$1,349,000","$1,310,000","$805.00","159,309","1978","19"
"","1","24-377665","12","C/C","S","3719   Ocean Front Walk #1","Marina Del Rey","2","3.00 (3 0 0 0)","2,256","$2,211.88","$4,990,000","$4,990,000","$250.00","3,808","1985","0"
"","14","24-378839","12","C/C","S","11   Buccaneer  #3","Marina Del Rey","2","3.00 (2 0 1 0)","","$0","$1,595,000","$1,450,000","","","","6"
"","45","24-379863","12","C/C","S","4314  S Marina City Dr #120 CTS","Marina Del Rey","2","2.00 (1 1 0 0)","1,422","$421.24","$599,000","$575,000","$1,392.73","","1972","82"
"","39","24-380261","12","C/C","S","20   Lighthouse St #2","Marina Del Rey","3","3.00 (2 0 1 0)","2,003","$1,197.70","$2,399,000","$2,300,000","","3,081","1974","68"
"","35","24-381524","12","C/C","S","11918   Avon Way #5","Los Angeles","2","2.00 (2 0 0 0)","1,093","$731.02","$799,000","$900,000","$475.00","8,069","1982","9"
"","69","24-381785","12","C/C","S","4267   Marina City Dr #800","Marina Del Rey","3","2.00 (2 0 0 0)","1,722","$577.82","$995,000","$950,000","$1,685.21","1,870","","22"
"","20","24-381907","12","C/C","S","4080   Glencoe Ave #217","Marina Del Rey","2","2.00 (1 1 0 0)","1,340","$839.55","$1,125,000","$1,135,000","$641.00","11,324","2011","9"
"","41","24-382249","12","C/C","S","13214   Fiji Way #P","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","$821.11","$1,299,000","$1,335,000","$590.00","139,339","1969","11"
"","29","24-382553","12","C/C","S","4060   Glencoe Ave #230","Marina Del Rey","2","2.00 (2 0 0 0)","1,046","$840.34","$879,000","$845,000","$562.00","59,478","2004","58"
"","42","24-382723","12","C/C","S","13222   Admiral Ave #F","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","$789.34","$1,525,000","$1,540,000","$525.00","85,982","1967","22"
"","1","24-384109","12","C/C","S","13336   Maxella Ave #2","Marina Del Rey","2","3.00 (2 0 1 0)","1,544","$776.55","$1,199,000","$1,179,000","$590.00","552,201","1974","8"
"","29","24-384871","12","C/C","S","13219   Fiji Way #J","Marina Del Rey","2","3.00 (2 0 1 0)","1,582","$710.81","$1,124,500","$1,075,000","$490.00","87,592","1968","58"
"","54","24-386229","12","C/C","S","13600   Marina Pointe Dr #301","Marina Del Rey","2","3.00 (2 0 1 0)","1,945","$655.53","$1,275,000","$1,280,000","$2,139.50","122,529","1999","4"
"","29","24-386809","12","C/C","S","20   Voyage St ","Marina Del Rey","3","4.00 (4 0 0 0)","3,287","$729.84","$2,399,000","$2,000,000","$1,000.00","6,127","1988","77"
"","41","24-387089","12","C/C","S","13650   Marina Pointe Dr #1205","Marina Del Rey","2","2.00 (2 0 0 0)","1,714","$1,047.26","$1,795,000","$1,650,000","$1,973.00","31,659","2006","71"
"","26","24-389915","12","C/C","S","4350   Via Dolce  #109","Marina Del Rey","2","2.00 (2 0 0 0)","1,419","$591.26","$839,000","$830,000","$963.00","191,326","1974","24"
"","64","24-391477","12","C/C","S","4719   La Villa Marina  #D","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","$777.43","$1,229,900","$1,260,500","$510.00","65,873","1966","29"
"","3","24-391831","12","C/C","S","13241   Fiji Way #G","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","$859.04","$1,359,000","$1,340,000","$325.00","66,755","1970","23"
"","36","24-391931","12","C/C","S","13336   Maxella Ave #3","Marina Del Rey","3","3.00 (3 0 0 0)","1,585","$819.56","$1,299,000","$1,360,000","$587.00","552,201","1974","14"
"","42","24-392187","12","C/C","S","13700   Marina Pointe Dr #915","Marina Del Rey","1","1.00 (1 0 0 0)","835","$886.23","$740,000","$700,000","$1,025.00","124,705","2003","26"
"","31","24-392227","12","C/C","S","4350   Via Dolce  #105","Marina Del Rey","2","2.00 (2 0 0 0)","1,419","$739.25","$1,049,000","$1,030,000","$963.00","191,326","1974","146"
"","16","24-393683","12","C/C","S","4315   Redwood Ave #1","Marina Del Rey","2","3.00 (2 0 1 0)","1,866","$533.23","$995,000","$1,000,000","$590.00","552,201","1974","8"
"","3","24-393699","12","C/C","S","4305   Redwood Ave #1","Marina Del Rey","2","2.00 (2 0 0 0)","1,057","$846.74","$895,000","$830,000","$590.00","552,201","1974","20"
"","43","24-393843","12","C/C","S","4080   Glencoe Ave #421","Marina Del Rey","2","2.00 (2 0 0 0)","1,340","$961.94","$1,289,000","$1,275,000","$641.00","11,526","2011","92"
"","1","24-395365","12","C/C","S","13080   Mindanao Way #83","Marina Del Rey","2","3.00 (3 0 0 0)","2,217","$800.63","$1,775,000","$1,775,000","$1,214.50","538,904","1980","2"
"","37","24-395678","12","C/C","S","4335   Marina City DR #442","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$488.75","$695,000","$680,000","$1,392.73","","1972","46"
"","3","24-395891","12","C/C","S","5100   Via Dolce  #310","Marina Del Rey","2","2.00 (2 0 0 0)","1,452","$894.63","$1,299,000","$1,250,000","$840.00","100,437","1978","24"
"","56","24-396671","12","C/C","S","13700   MARINA POINTE DR #930","MARINA DEL REY","2","3.00 (2 0 1 0)","1,447","$964.06","$1,395,000","$1,300,000","$1,209.79","124,670","2003","34"
"","49","24-396673","12","C/C","S","13650   Marina Pointe Dr #905","Marina Del Rey","2","2.00 (2 0 0 0)","1,714","$889.73","$1,525,000","$1,425,000","$1,866.17","31,647","2006","34"
"","28","24-396843","12","C/C","S","4342   Redwood Ave #C206","Marina Del Rey","2","2.00 (2 0 0 0)","1,966","$584.44","$1,149,000","$1,200,000","$1,128.08","259,551","1981","55"
"","1","24-396871","12","C/C","S","13700   Marina Pointe Dr #1029","Marina Del Rey","3","4.00 (3 0 1 0)","2,099","$1,023.82","$2,149,000","$1,945,000","$1,346.76","124,705","2003","66"
"","1","24-396907","12","C/C","S","4936   1/2 Mcconnell Ave ","Los Angeles","3","3.00 (2 0 1 0)","1,858","$598.49","$1,112,000","$1,112,000","$616.00","94,919","1972","0"
"","38","24-398385","12","C/C","S","13010   Maxella Ave #1","Marina Del Rey","2","2.00 (1 1 0 0)","1,057","$973.51","$1,029,000","$1,039,000","$699.00","390,168","1975","24"
"","4","24-398567","12","C/C","S","5205   Ocean Front Walk #202","Marina Del Rey","2","3.00 (2 0 1 0)","2,315","$1,593.43","$3,688,800","$3,400,000","$1,584.00","9,271","1976","53"
"","","24-400599","12","C/C","S","4227  S Centinela Ave ","Los Angeles","1","1.00 (1 0 0 0)","477","$1,299.79","$620,000","$620,000","$133.75","5,000","1952","0"
"","1","24-401209","12","C/C","S","13700   Marina Pointe Dr #1812","Marina Del Rey","2","2.00 (2 0 0 0)","1,227","$1,218.42","$1,495,000","$1,425,000","$1,207.06","124,611","2003","31"
"","31","24-401337","12","C/C","S","5205   Ocean Front Walk #301","Marina Del Rey","3","3.00 (3 0 0 0)","2,753","$1,814.38","$4,995,000","$4,925,000","$1,680.00","9,271","1976","104"
"","31","24-402827","12","C/C","S","4640   Glencoe Ave #4","Marina Del Rey","2","3.00 (3 0 0 0)","1,646","$728.43","$1,199,000","$1,075,000","$805.00","196,139","1977","132"
"","1","24-403417","12","C/C","S","13220   Admiral Ave #D","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","$724.12","$1,399,000","$1,399,000","$525.00","85,924","1967","12"
"","1","24-404473","12","C/C","S","4604   Glencoe Ave #7","Marina Del Rey","3","3.00 (2 0 1 0)","1,707","$585.24","$999,000","$1,015,000","$805.00","159,309","1978","0"
"","54","24-404515","12","C/C","S","3950   Via Dolce  #511","Marina Del Rey","2","3.00 (2 0 1 0)","1,909","$680.46","$1,299,000","$1,285,000","$936.00","191,278","1974","41"
"","1","24-404775","12","C/C","S","4140   Glencoe Ave #413","Marina Del Rey","2","2.00 (2 0 0 0)","1,120","$888.39","$995,000","$1,064,000","$753.00","39,485","2016","19"
"","31","24-406407","12","C/C","S","4337   Marina City Drive  #849","Marina Del Rey","3","2.00 (1 1 0 0)","1,722","$446.57","$769,000","$764,000","$1,685.07","","1972","66"
"","48","24-406463","12","C/C","S","13320   Beach Ave #108","Marina Del Rey","2","2.00 (2 0 0 0)","1,350","$851.85","$1,150,000","$1,160,000","$525.00","21,017","2006","19"
"","1","24-407725","12","C/C","S","4808   La Villa Marina  #C","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","$768.02","$1,215,000","$1,260,000","$400.00","71,666","1968","9"
"","75","24-407833","12","C/C","S","4337   Marina City Dr #241","Marina Del Rey","2","2.00 (1 1 0 0)","","$0","$619,900","$619,000","$1,392.73","","","247"
"","1","24-408231","12","C/C","S","4425   Alla Rd #5","Marina Del Rey","2","3.00 (3 0 0 0)","1,912","$679.39","$1,299,000","$1,331,000","$805.00","157,960","1976","46"
"","49","24-408303","12","C/C","S","4267   Marina City DR #904 WTS","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$559.07","$795,000","$785,000","$1,392.73","","1972","10"
"","72","24-409695","12","C/C","S","13029   Mindanao Way #5","Marina Del Rey","3","3.00 (3 0 0 0)","1,645","$787.23","$1,295,000","$1,230,000","$699.00","390,168","1975","56"
"","37","24-411037","12","C/C","S","4780   La Villa Marina  #D","Marina Del Rey","2","3.00 (2 0 1 0)","1,582","$821.11","$1,299,000","$1,296,714","$445.00","66,582","1968","19"
"","31","24-411689","12","C/C","S","7   Fleet St #206","Marina Del Rey","2","2.00 (2 0 0 0)","1,049","$1,857.96","$1,949,000","$1,900,000","$650.00","11,089","1968","7"
"","2","24-414949","12","C/C","S","4316   Marina City Drive  #521C","Marina Del Rey","1","1.00 (1 0 0 0)","935","$533.69","$499,000","$455,000","$915.88","","1973","198"
"","1","24-416332","12","C/C","S","16   Quarterdeck St #302","Marina Del Rey","2","2.00 (1 1 0 0)","1,461","$1,266.26","$1,850,000","$1,840,000","$496.00","6,106","1972","53"
"","45","24-416343","12","C/C","S","13700   Marina Pointe Dr #1524","Marina Del Rey","2","3.00 (2 0 1 0)","1,770","$1,014.12","$1,795,000","$1,755,000","$1,277.64","124,670","2003","79"
"","39","24-417417","12","C/C","S","4265   Marina City DR #1007","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$561.50","$525,000","$502,500","$915.88","","1972","144"
"","1","24-418179","12","C/C","S","13700   Marina Pointe Dr #922","Marina Del Rey","1","1.00 (1 0 0 0)","859","$1,076.83","$925,000","$918,000","$1,086.27","124,705","2003","136"
"","26","24-418333","12","C/C","S","4050   Glencoe Ave #222","Marina Del Rey","1","2.00 (2 0 0 0)","1,080","$785.19","$848,000","$900,000","$495.56","59,240","2007","19"
"","1","24-418463","12","C/C","S","310   Tahiti Way #216","Marina Del Rey","3","2.00 (2 0 0 0)","1,633","$826.09","$1,349,000","$1,349,000","$971.00","194,654","1979","0"
"","1","24-418937","12","C/C","S","4507   Alla Rd #1","Marina Del Rey","3","3.00 (2 0 1 0)","1,707","$801.99","$1,369,000","$1,345,000","$805.00","159,309","1978","6"
"","1","24-419317","12","C/C","S","13700   Marina Pointe Dr #426","Marina Del Rey","1","1.00 (1 0 0 0)","811","$824.91","$669,000","$669,000","$1,076.19","124,705","2003","28"
"","1","24-419883","12","C/C","S","13700   Marina Pointe Dr #1105","Marina Del Rey","3","3.00 (2 0 1 0)","2,171","$1,471.67","$3,195,000","$3,195,000","$1,395.49","124,662","2003","0"
"","27","24-419888","12","C/C","S","4337   Marina City Drive  #643ETN","Marina Del Rey","1","1.00 (1 0 0 0)","935","$472.73","$442,000","$444,000","$915.88","","1972","8"
"","40","24-420543","12","C/C","S","4265   Marina City Dr #607","Marina Del Rey","1","1.00 (1 0 0 0)","935","$497.33","$465,000","$455,000","$951.88","","1978","91"
"","33","24-421321","12","C/C","S","5100   Via Dolce  #207","Marina Del Rey","2","2.00 (2 0 0 0)","1,583","$694.88","$1,100,000","$1,100,000","$840.00","100,437","1978","14"
"","33","24-421403","12","C/C","S","4300   Via Dolce  #101","Marina Del Rey","2","2.00 (2 0 0 0)","1,532","$736.95","$1,129,000","$1,110,000","$944.94","191,326","1974","32"
"","42","24-421761","12","C/C","S","13700   MARINA POINTE DR #1616","MARINA DEL REY","2","2.00 (2 0 0 0)","1,227","$1,221.68","$1,499,000","$1,460,000","$1,163.58","124,611","2003","98"
"","62","24-421841","12","C/C","S","4314   Marina City DR #526","MARINA DEL REY","1","1.00 (1 0 0 0)","1,050","$523.81","$550,000","$540,000","$759.11","1,050","","124"
"","34","24-421983","12","C/C","S","4265   Marina City Dr #917","Marina Del Rey","3","2.00 (1 1 0 0)","1,722","$371.08","$639,000","$660,000","$1,601.50","","1972","21"
"","28","24-421987","12","C/C","S","4521   Alla Rd #3","Marina Del Rey","2","3.00 (3 0 0 0)","1,912","$606.69","$1,160,000","$1,105,000","$805.00","159,265","1978","48"
"","48","24-422663","12","C/C","S","4335   Marina City Dr #732","Marina Del Rey","3","2.00 (1 1 0 0)","1,870","$425.13","$795,000","$795,555","$1,685.07","","","7"
"","40","24-422772","12","C/C","S","4265   Marina City Dr #907","Marina Del Rey","1","1.00 (1 0 0 0)","935","$478.07","$447,000","$420,000","$915.88","","","86"
"","36","24-424307","12","C/C","S","4267   Marina City DR #504","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$559.07","$795,000","$775,000","$1,392.73","","1972","104"
"","67","24-424329","12","C/C","S","4265   Marina City DR #PH8 WTN","MARINA DEL REY","2","3.00 (1 1 1 0)","3,092","$483.51","$1,495,000","$1,320,000","$3,027.76","","1972","54"
"","58","24-425949","12","C/C","S","7   Fleet St #105","Marina Del Rey","2","2.00 (1 1 0 0)","950","$2,184.21","$2,075,000","$2,025,000","$650.00","11,089","1968","12"
"","15","24-425969","12","C/C","S","18   Voyage St ","Marina Del Rey","3","4.00 (3 0 1 0)","3,195","$591.24","$1,889,000","$1,950,000","$1,000.00","2,042","1988","173"
"","1","24-426641","12","C/C","S","4776   La Villa Marina  #F","Marina Del Rey","3","3.00 (2 0 1 0)","1,664","$838.34","$1,395,000","$1,350,000","$440.00","66,582","1968","23"
"","16","24-427517","12","C/C","S","4346   Redwood Ave #A204","Marina Del Rey","2","2.00 (2 0 0 0)","1,929","$570.24","$1,100,000","$1,080,000","$1,128.00","259,551","1981","178"
"","1","24-430087","12","C/C","S","4515   Alla Rd #5","Marina Del Rey","2","3.00 (2 0 1 0)","1,912","$663.70","$1,269,000","$1,295,000","$805.00","159,309","1978","7"
"","30","24-432545","12","C/C","S","4267   Marina City Dr #1110","Marina Del Rey","1","1.00 (1 0 0 0)","","$0","$585,000","$585,000","$915.88","","","90"
"","1","24-433563","12","C/C","S","311   Bora Bora Way #210","Marina Del Rey","3","2.00 (2 0 0 0)","1,633","$826.09","$1,349,000","$1,349,000","$971.00","194,654","1979","22"
"","41","24-433701","12","C/C","S","4314   Marina City Dr #118","Marina Del Rey","2","2.00 (1 1 0 0)","1,422","$421.24","$599,000","$560,000","$1,392.73","","1972","74"
"","29","24-433815","12","C/C","S","6   Eastwind St #330","Marina Del Rey","2","1.00 (1 0 0 0)","1,145","$1,528.38","$1,750,000","$1,750,000","$650.00","7,443","1971","0"
"","66","24-435153","12","C/C","S","4337   Marina City Dr #1137","Marina Del Rey","2","2.00 (1 1 0 0)","","$0","$650,000","$640,000","$1,392.73","","","44"
"","22","24-437441","12","C/C","S","4265   Marina City Drive  #PH 15","Marina Del Rey","3","3.00 (1 2 0 0)","3,092","$663.00","$2,050,000","$2,000,000","$3,235.52","","1972","174"
"","19","24-437651","12","C/C","S","4764   La Villa Marina  #M","Marina Del Rey","2","3.00 (2 0 1 0)","1,763","$765.17","$1,349,000","$1,340,000","$450.00","66,581","1967","145"
"","48","24-437769","12","C/C","S","13600   Marina Pointe Dr #1912","Marina Del Rey","2","3.00 (2 0 1 0)","1,920","$1,145.83","$2,200,000","$2,150,000","$2,133.81","122,529","1999","16"
"","1","24-438549","12","C/C","S","12558  W Fielding Cir #5","Los Angeles","3","2.00 (2 0 0 0)","1,580","$1,012.03","$1,599,000","$1,720,000","$645.00","8,974","2014","14"
"","25","24-438977","12","C/C","S","4050   Via Dolce  #239","Marina Del Rey","2","2.00 (2 0 0 0)","1,428","$836.83","$1,195,000","$1,195,000","$925.00","191,326","1974","44"
"","1","24-439093","12","C/C","S","13236   Fiji Way #K","Marina Del Rey","2","3.00 (2 0 1 0)","1,932","$724.12","$1,399,000","$1,352,000","$593.00","64,241","1969","47"
"","1","24-439959","12","C/C","S","16   Quarterdeck St #101","Marina Del Rey","2","2.00 (2 0 0 0)","1,051","$1,260.70","$1,325,000","$1,300,000","$381.60","6,106","1972","12"
"","45","24-440107","12","C/C","S","4080   Glencoe Ave #117","Marina Del Rey","2","2.00 (2 0 0 0)","1,340","$954.48","$1,279,000","$1,265,000","$641.00","11,324","2011","115"
"","59","24-440673","12","C/C","S","14   Spinnaker St ","Marina Del Rey","2","2.00 (2 0 0 0)","2,530","$1,025.69","$2,595,000","$2,350,000","$450.00","2,959","1987","74"
"","1","24-440749","12","C/C","S","310   Tahiti Way #212","Marina Del Rey","2","2.00 (2 0 0 0)","1,428","$734.59","$1,049,000","$1,050,000","$971.00","194,654","1979","52"
"","35","24-441149","12","C/C","S","4151   Redwood Ave #414","Los Angeles","2","3.00 (2 0 1 0)","1,610","$900","$1,449,000","$1,412,774","$452.45","45,528","2007","12"
"","1","24-441399","12","C/C","S","13229   Fiji Way #H","Marina Del Rey","3","3.00 (3 0 0 0)","1,660","$680.12","$1,129,000","$1,132,000","$499.00","87,578","1968","7"
"","32","24-442117","12","C/C","S","1   Spinnaker St #8","Marina Del Rey","2","2.00 (2 0 0 0)","2,137","$1,567.62","$3,350,000","$3,100,000","$1,000.00","18,540","1974","239"
"","1","24-442235","12","C/C","S","13232   Fiji Way #D","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","$666.88","$1,055,000","$1,055,000","$570.00","67,071","1969","0"
"","1","24-443811","12","C/C","S","4141   Glencoe Ave #511","Marina Del Rey","1","2.00 (1 0 1 0)","920","$955.43","$879,000","$890,000","$622.23","39,391","2008","7"
"","1","24-444435","12","C/C","S","13700   Marina Pointe Dr #320","Marina Del Rey","1","2.00 (1 0 1 0)","993","$774.42","$769,000","$769,000","$1,114.42","124,611","2003","16"
"","34","24-444699","12","C/C","S","4745   La Villa Marina  #D","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","$716.87","$1,385,000","$1,375,000","$584.00","85,260","1966","26"
"","24","24-445063","12","C/C","S","7   Fleet St #107","Marina Del Rey","2","2.00 (2 0 0 0)","950","$1,994.74","$1,895,000","$1,825,000","$750.00","11,089","1968","87"
"","37","24-445317","12","C/C","S","13080   Mindanao Way #64","Marina Del Rey","2","3.00 (3 0 0 0)","2,199","$795.36","$1,749,000","$1,679,000","$1,215.00","538,904","1980","27"
"","37","24-445765","12","C/C","S","4335   Marina City DR #734","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$640.64","$599,000","$590,000","$915.88","","1972","88"
"","40","24-446305","12","C/C","S","4740   La Villa Marina  #F","Marina Del Rey","2","3.00 (1 1 1 0)","1,582","$662.45","$1,048,000","$1,048,000","$475.00","66,564","1966","63"
"","18","24-446493","12","C/C","S","5000  S Centinela Ave #125","Los Angeles","1","1.00 (1 0 0 0)","778","$689.72","$536,600","$537,000","$396.00","142,828","1970","121"
"","55","24-446577","12","C/C","S","4734   La Villa Marina  #F","Marina Del Rey","4","3.00 (3 0 0 0)","1,582","$884.32","$1,399,000","$1,500,000","$475.00","66,582","1966","3"
"","1","24-447639","12","C/C","S","13700   Marina Pointe Dr #723","Marina Del Rey","2","2.00 (2 0 0 0)","1,724","$695.48","$1,199,000","$1,175,000","$1,327.00","124,670","2003","107"
"","19","24-448063","12","C/C","S","4060   Glencoe Ave #314","Marina Del Rey","1","1.00 (1 0 0 0)","718","$940.11","$675,000","$680,500","$547.00","59,478","2004","12"
"","23","24-449845","12","C/C","S","13082   Mindanao Way #11","Marina Del Rey","3","4.00 (4 0 0 0)","2,370","$710.97","$1,685,000","$1,635,000","$1,215.00","538,904","1980","29"
"","37","24-450213","12","C/C","S","4265   Marina City DR #507","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$508.02","$475,000","$455,000","$915.88","","1972","65"
"","18","24-450337","12","C/C","S","4050   Glencoe Ave #415","Marina Del Rey","2","2.00 (2 0 0 0)","1,220","$818.03","$998,000","$1,015,000","$515.00","59,240","2007","46"
"","37","24-452581","12","C/C","S","13010   Maxella Ave #8","Marina Del Rey","3","3.00 (3 0 0 0)","1,645","$668.09","$1,099,000","$1,100,000","$778.00","390,168","1975","13"
"","24","24-453271","12","C/C","S","4732   La Villa Marina  #2","Marina Del Rey","2","3.00 (2 0 1 0)","1,582","$663.72","$1,050,000","$1,025,000","$550.00","66,582","1966","15"
"","39","24-453665","12","C/C","S","11417   Culver Blvd #4","Los Angeles","4","3.00 (3 0 0 0)","1,719","$639.33","$1,099,000","$1,044,000","$350.00","5,123","1990","41"
"","1","24-455325","12","C/C","S","4338   Redwood Ave #B203","Marina Del Rey","2","2.00 (2 0 0 0)","1,929","$647.49","$1,249,000","$1,219,050","$1,128.00","259,551","1981","13"
"","53","24-455455","12","C/C","S","4151   Redwood Ave #412","Los Angeles","2","3.00 (2 0 1 0)","1,530","$846.41","$1,295,000","$1,250,000","$407.57","45,528","2007","11"
"","16","24-456239","12","C/C","S","1   Northstar St #PH3","Marina Del Rey","3","3.00 (3 0 0 0)","1,782","$1,680.70","$2,995,000","$2,876,000","$950.00","11,093","1973","92"
"","59","24-456875","12","C/C","S","4215   Glencoe Ave #402","Marina Del Rey","2","2.00 (2 0 0 0)","1,180","$888.98","$1,049,000","$1,051,000","$581.36","79,638","2008","26"
"","1","24-458104","12","C/C","S","4   Lighthouse St #1","Marina Del Rey","3","2.00 (2 0 0 0)","1,909","$1,597.70","$3,050,000","$3,050,000","$830.00","18,531","1971","3"
"","34","24-458146","12","C/C","S","4316   Marina City DR #306G","MARINA DEL REY","0","1.00 (1 0 0 0)","470","$840.43","$395,000","$360,000","$392.07","","1972","20"
"","26","24-458379","12","C/C","S","13650   Marina Pointe Dr #1003","Marina Del Rey","2","3.00 (2 0 1 0)","1,780","$983.15","$1,750,000","$1,740,000","$1,972.84","31,659","2006","12"
"","33","24-461105","12","C/C","S","4715   La Villa Marina  #B","Marina Del Rey","3","3.00 (2 0 0 1)","1,582","$726.30","$1,149,000","$1,120,000","$510.00","65,873","1966","17"
"","20","24-462249","12","C/C","S","13700   Marina Pointe Dr #1617","Marina Del Rey","1","1.00 (1 0 0 0)","992","$1,159.27","$1,150,000","$1,050,000","$1,237.89","124,705","2003","16"
"","30","24-463723","12","C/C","S","3422   Schooner Ave #4","Marina Del Rey","2","2.00 (2 0 0 0)","1,238","$992.73","$1,229,000","$1,229,000","$400.00","9,863","1969","41"
"","40","24-465831","12","C/C","S","4141   Glencoe Ave #408","Marina Del Rey","2","2.00 (2 0 0 0)","1,540","$714.29","$1,100,000","$1,100,000","$724.17","39,391","2008","61"
"","32","24-467425","12","C/C","S","4801   La Villa Marina  #D","Marina Del Rey","2","3.00 (2 0 1 0)","1,582","$663.72","$1,050,000","$1,050,000","$635.00","139,339","1969","59"
"","32","24-467747","12","C/C","S","4646   Glencoe Ave #1","Marina Del Rey","2","2.00 (2 0 0 0)","1,153","$867.30","$1,000,000","$1,050,000","$805.00","196,139","1977","12"
"","2","24-471085","12","C/C","S","13700   Marina Pointe Dr #1803","Marina Del Rey","2","3.00 (2 0 1 0)","1,481","$1,194.46","$1,769,000","$1,769,000","$1,274.50","124,670","2003","0"
"","1","24-471095","12","C/C","S","13700   Marina Pointe Dr #1716","Marina Del Rey","2","3.00 (2 0 1 0)","1,618","$1,035.23","$1,675,000","$1,675,000","$1,273.23","124,705","2003","0"
