"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM"
"","","COMP23106288","12","C/C","S","1   NORTHSTAR ST #12","VENICE","2","3.00 (3 0 0 0)","1,999","$1,800.90","$3,600,000","$3,600,000","","11,093","1973","0"
"","","COMP23106660","12","C/C","S","4060   GLENCOE AVE #327","MARINA DEL REY","2","2.00 (2 0 0 0)","950","$931.58","$885,000","$885,000","","59,461","2004","0"
"","","COMP23107183","12","C/C","S","13219   FIJI WAY #G","MARINA DEL REY","2","2.00 (2 0 0 0)","1,582","$647.91","$1,025,000","$1,025,000","","87,554","1968","0"
"","","COMP23126298","12","C/C","S","4333   REDWOOD AVE #8","VENICE","2","3.00 (3 0 0 0)","1,866","$602.89","$1,125,000","$1,125,000","","552,048","1974","0"
"","","COMP23126622","12","C/C","S","4501   ALLA RD #5","MARINA DEL REY","2","3.00 (3 0 0 0)","1,646","$771.57","$1,270,000","$1,270,000","","159,265","1978","0"
"","","COMP23127931","12","C/C","S","4151   REDWOOD AVE #303","LOS ANGELES","3","4.00 (4 0 0 0)","1,500","$853.33","$1,280,000","$1,280,000","","9,930","2007","0"
"","","COMP23127997","12","C/C","S","13225   ADMIRAL AVE #C","MARINA DEL REY","3","2.00 (2 0 0 0)","1,932","$595.24","$1,150,000","$1,150,000","","85,878","1967","0"
"","","COMP23128434","12","C/C","S","13700   MARINA POINTE DR #604","MARINA DEL REY","2","2.00 (2 0 0 0)","1,153","$1,300.09","$1,499,000","$1,499,000","","124,670","2003","0"
"","43","DW22195737MR","12","C/C","S","13210   Admiral AVE #J","MARINA DEL REY","3","3.00 (1 1 1 0)","1,932","$716.87","$1,385,000","$1,410,000","$614.00","83,571","1968","9"
"","33","EV22204514MR","12","C/C","S","4080   Glencoe AVE #102","MARINA DEL REY","2","2.00 (2 0 0 0)","1,480","$929.05","$1,375,000","$1,300,000","$600.00","7,975","2011","45"
"","28","NP22117934MR","12","C/C","S","18   Privateer ST #3","MARINA DEL REY","2","3.00 (2 0 1 0)","1,752","$1,041.67","$1,825,000","$1,725,000","$366.00","3,147","1974","72"
"","24","NP23036349MR","12","C/C","S","4080   Glencoe AVE #321","MARINA DEL REY","2","2.00 (2 0 0 0)","1,340","$988.81","$1,325,000","$1,300,000","$583.00","","2011","37"
"","26","OC21079753MR","12","C/C","S","4215   Glencoe AVE #329","MARINA DEL REY","2","2.00 (2 0 0 0)","1,740","$586.21","$1,020,000","$1,020,000","$562.00","79,615","2008","285"
"","21","OC21262327MR","12","C/C","S","4140   Glencoe AVE #606","MARINA DEL REY","2","2.00 (2 0 0 0)","980","$1,004.08","$984,000","$992,500","$523.00","39,473","2016","40"
"","36","OC22019824MR","12","C/C","S","13700   Marina Pointe DR #824","MARINA DEL REY","2","3.00 (3 0 0 0)","1,667","$839.77","$1,399,900","$1,400,000","$1,228.00","124,662","2003","17"
"","32","OC22029343MR","12","C/C","S","13700   Marina Pointe Drive #PH1914","MARINA DEL REY","2","3.00 (2 0 0 1)","1,749","$1,200.69","$2,100,000","$2,000,000","$800.00","0","2003","28"
"","40","OC22087258MR","12","C/C","S","13082   Mindanao WAY #60","MARINA DEL REY","2","3.00 (3 0 0 0)","2,199","$750.34","$1,650,000","$1,750,000","$1,018.00","538,756","1980","6"
"","27","OC22097058MR","12","C/C","S","4333   Redwood AVE #2","MARINA DEL REY","3","3.00 (3 0 0 0)","1,547","$892.05","$1,380,000","$1,350,000","$540.00","552,048","1974","8"
"","26","OC22147411MR","12","C/C","S","4115   Glencoe AVE #302","MARINA DEL REY","2","2.00 (2 0 0 0)","1,800","$750","$1,350,000","$1,350,000","$600.00","39,560","2006","6"
"","21","OC22156234MR","12","C/C","S","310   Washington BLVD #204","MARINA DEL REY","3"," (0 0 0 0)","1,960","$829.08","$1,625,000","$1,600,000","$787.00","16,295","2012","111"
"","32","OC22201367MR","12","C/C","S","13337   Beach AVE #205","MARINA DEL REY","2","2.00 (2 0 0 0)","1,095","$799.09","$875,000","$850,000","$402.00","","2013","42"
"","10","OC23071016MR","12","C/C","S","4150   Via Dolce  #337","MARINA DEL REY","2","2.00 (2 0 0 0)","1,550","$806.45","$1,250,000","$1,250,000","$780.00","191,275","1974","7"
"","30","PV22008920MR","12","C/C","S","5000  S Centinela AVE #238","LOS ANGELES","1","1.00 (1 0 0 0)","778","$623.39","$485,000","$505,000","$373.00","142,789","1970","9"
"","39","PV22129145MR","12","C/C","S","125   Fleet ST #A","MARINA DEL REY","3","4.00 (2 1 1 0)","1,994","$947.84","$1,890,000","$1,885,000","$193.00","2,633","1999","23"
"","19","PV22150041MR","12","C/C","S","33   Privateer ST #5","MARINA DEL REY","2","3.00 (1 1 1 0)","1,234","$1,175.04","$1,450,000","$1,397,000","$420.00","4,793","1969","9"
"","21","PV22189141MR","12","C/C","S","306   Bora Bora WAY #205","MARINA DEL REY","2","2.00 (2 0 0 0)","1,497","$800.94","$1,199,000","$1,100,000","$700.00","100,437","1978","31"
"","31","PW21162246MR","12","C/C","S","3862   Via Dolce  ","MARINA DEL REY","2","3.00 (3 0 0 0)","1,595","$877.74","$1,400,000","$1,400,000","$460.00","","1978","83"
"","26","PW21247683MR","12","C/C","S","4555   Alla RD #3","MARINA DEL REY","2","3.00 (2 0 1 0)","1,646","$753.34","$1,240,000","$1,240,000","$658.00","196,085","1977","83"
"","35","PW22076600MR","12","C/C","S","12957   Bonaparte AVE #5","LOS ANGELES","2","2.00 (2 0 0 0)","1,127","$824.31","$929,000","$888,000","$250.00","5,750","1976","2"
"","22","PW22135271MR","12","C/C","S","4215   Glencoe AVE #307","MARINA DEL REY","1","1.00 (1 0 0 0)","715","$943.92","$674,900","$672,500","$446.00","79,615","2008","67"
"","36","PW22140991MR","12","C/C","S","4600   Glencoe AVE #2","MARINA DEL REY","3","3.00 (3 0 0 0)","1,707","$741.07","$1,265,000","$1,265,000","$658.00","159,265","1978","103"
"","69","SB21238081MR","12","C/C","S","13600   Marina Pointe DR #503","MARINA DEL REY","2","3.00 (3 0 0 0)","1,746","$572.16","$999,000","$965,000","$1,728.00","122,880","1999","41"
"","40","SB21255931MR","12","C/C","S","13078   Mindanao Way #215","MARINA DEL REY","2","2.00 (2 0 0 0)","1,929","$578.02","$1,115,000","$1,115,000","$990.00","538,756","1980","7"
"","33","SB22015996MR","12","C/C","S","4327   Alla RD #3","MARINA DEL REY","2","3.00 (2 0 1 0)","1,866","$535.37","$999,000","$1,100,000","$615.00","390,060","1975","4"
"","36","SB22067879MR","12","C/C","S","13320 PH 404  Beach AVE #404","MARINA DEL REY","1","3.00 (1 1 1 0)","2,040","$772.06","$1,575,000","$1,550,000","$448.00","","2006","3"
"","52","SB22087835MR","12","C/C","S","13700   Marina Pointe Dr #1823","MARINA DEL REY","2","3.00 (2 0 1 0)","1,447","$1,036.63","$1,500,000","$1,600,000","$1,138.00","124,670","2003","3"
"","52","SB22089622MR","12","C/C","S","1   topsail  #103","MARINA DEL REY","4","4.00 (1 2 1 0)","2,337","$2,139.50","$5,000,000","$4,800,000","$530.00","7,448","1978","38"
"","37","SB22149095MR","12","C/C","S","15   Spinnaker ST #101","MARINA DEL REY","3","3.00 (3 0 0 0)","1,337","$1,038.89","$1,389,000","$1,359,000","$575.00","17,866","1967","16"
"","27","SB22187841MR","12","C/C","S","13241   Fiji WAY #G","MARINA DEL REY","3","3.00 (1 1 1 0)","1,582","$815.42","$1,290,000","$1,290,000","$325.00","66,736","1970","23"
"","49","SB22188096MR","12","C/C","S","112   Galleon ST ","MARINA DEL REY","3","4.00 (3 0 1 0)","2,135","$888.99","$1,898,000","$2,000,000","$356.00","5,260","2005","9"
"","52","SB22229880MR","12","C/C","S","13650   Marina Pointe DR #603","MARINA DEL REY","2","3.00 (2 0 1 0)","1,789","$837.90","$1,499,000","$1,450,000","$1,767.00","31,650","2006","35"
"","46","SB22253173MR","12","C/C","S","4321   Alla RD #1","MARINA DEL REY","2","3.00 (2 0 1 0)","1,866","$616.29","$1,150,000","$1,155,000","$653.00","","1975","40"
"","15","SB22260522MR","12","C/C","S","4342   Redwood AVE #C-212","MARINA DEL REY","2","2.00 (2 0 0 0)","1,966","$559.51","$1,100,000","$975,000","$1,266.00","259,480","1981","25"
"","26","SB23044099MR","12","C/C","S","4060   Glencoe AVE #320","MARINA DEL REY","1","1.00 (1 0 0 0)","680","$977.94","$665,000","$685,000","$465.00","59,461","2004","7"
"","48","SB23062027MR","12","C/C","S","4342   Redwood AVE #C-104","MARINA DEL REY","2","2.00 (2 0 0 0)","1,929","$673.41","$1,299,000","$1,299,000","$1,095.00","259,480","1981","11"
"","28","SC22010322MR","12","C/C","S","5000  S Centinela AVE #214","LOS ANGELES","2","2.00 (2 0 0 0)","1,076","$556.69","$599,000","$599,000","$427.00","142,789","1970","25"
"","29","SR21234663CN","12","C/C","S","311   Bora Bora WAY #108","MARINA DEL REY","3","3.00 (3 0 0 0)","2,250","$666.67","$1,500,000","$1,685,000","$758.00","194,601","1979","8"
"","1","SR21235218CN","12","C/C","S","13322   Maxella AVE #5","MARINA DEL REY","3","3.00 (3 0 0 0)","1,585","$662.46","$1,050,000","$1,000,000","$527.00","552,048","1974","0"
"","24","SR22006153CN","12","C/C","S","4910   Mcconnell AVE ","LOS ANGELES","3","3.00 (3 0 0 0)","1,608","$746.21","$1,199,900","$1,225,000","$530.00","94,892","1972","18"
"","34","SR22008286CN","12","C/C","S","13650   Marina Pointe DR #603","MARINA DEL REY","2","3.00 (2 0 1 0)","1,789","$832.87","$1,490,000","$1,475,000","$1,695.00","31,650","2006","16"
"","23","SR22028684CN","12","C/C","S","13700   Marina Pointe DR #1214","MARINA DEL REY","1","1.00 (1 0 0 0)","946","$918.60","$869,000","$865,000","$1,000.00","124,670","2003","8"
"","12","SR22053550CN","12","C/C","S","11733   Avon WAY #104","LOS ANGELES","2","2.00 (2 0 0 0)","870","$775.86","$675,000","$750,000","$390.00","6,700","1987","8"
"","19","SR22071769CN","12","C/C","S","11831   Avon WAY #301","LOS ANGELES","3","3.00 (3 0 0 0)","1,480","$658.78","$975,000","$1,005,000","$540.00","7,343","2007","8"
"","31","SR22086631CN","12","C/C","S","310   Washington BLVD #506","MARINA DEL REY","4","3.00 (3 0 0 0)","2,080","$889.42","$1,849,999","$2,085,000","$539.00","9,913","2012","0"
"","25","SR22091498CN","12","C/C","S","4631   Alla RD #5","MARINA DEL REY","2","3.00 (2 0 1 0)","1,646","$728.43","$1,199,000","$1,100,000","$658.00","196,085","1977","6"
"","30","SR22123516CN","12","C/C","S","4140   Glencoe AVE #408","MARINA DEL REY","2","3.00 (2 0 1 0)","1,502","$838.22","$1,259,000","$1,259,000","$523.00","39,473","2016","8"
"","29","SR22177521CN","12","C/C","S","4339   Alla RD #2","MARINA DEL REY","3","3.00 (1 2 0 0)","1,547","$901.75","$1,395,000","$1,385,000","$615.00","389,862","1975","18"
"","1","SR23029843CN","12","C/C","S","13220   Admiral AVE #F","MARINA DEL REY","3","3.00 (2 0 1 0)","1,932","$722.05","$1,395,000","$1,395,000","$475.00","85,813","1967","0"
"","20","SR23056512CN","12","C/C","S","13326   Beach AVE #203","MARINA DEL REY","2","2.00 (2 0 0 0)","1,250","$879.92","$1,099,900","$1,099,900","$535.00","13,280","2007","8"
"","24","SR23060553CN","12","C/C","S","4357   Alla RD #3","MARINA DEL REY","2","3.00 (1 1 1 0)","1,575","$822.22","$1,295,000","$1,295,000","$653.00","389,862","1975","8"
"","15","TR22026549MR","12","C/C","S","13700   Marina Pointe DR #1426","MARINA DEL REY","1","1.00 (1 0 0 0)","749","$1,000","$749,000","$700,000","$1,000.00","124,670","2003","159"
